restaurant name,category,rating,cost for two,area,locality,address,veg,long distance delivery,city
snowstation cafe,"italian,beverages,juices",3.8,300,nandanvan,nandanvan,"snow station jamuna society, 1, dr ambedkar square, opposite ambedkar garden, telephone exchange, lakadganj, nagpur, maharashtra 440008, india",True,0,nagpur
9 3/4 central perk,"beverages,chinese,indian",3.8,400,dharampeth,dharampeth,"plot no.32,ghate restaurant, hingna road, ambazari,nagpur, district - nagpur-1, state - maharashtra, 440010",False,0,nagpur
anna idli,south indian,4.0,300,south ambazari road,dharampeth,"anna idli, shraddhanand peth south  ambazari road, nagpur urban, nagpur-1,  maharashtra-440022",False,0,nagpur
the antique oven,pizzas,3.7,250,rameshwari,nandanvan,"plot no. 177, space tower, flat no. 104, ayurvedic layout, bhande plot chowk, umred road, nagpur",False,0,nagpur
family tadka,north indian,3.4,250,nandanvan,nandanvan,3011/f/117 ramna marothi road kamgar nagar shri prabhu nagar area : new nandanwan ramna,False,0,nagpur
haaji babbu biryani center,"biryani,north indian",3.8,300,nandanvan,nandanvan,"house no898, husanbag near ring road nagpur 440009",False,0,nagpur
hotel dawat (mankapur),"north indian,mughlai,chinese",4.1,600,gittikhadan,mankapur,"8, koradi road, opposite kunal hospital, new mankpur, nagpur",False,0,nagpur
dip's kitchen,"biryani,north indian",3.8,300,ayodhya nagar,ayodhya nagar,"plot no 40 old dnyaneshwar nagar near mata mandir manewada road , zone no.5- hanumangar , nagpur (urban), nagpur, maharashtra-440027",False,0,nagpur
kismat ice world,"ice cream,beverages,waffle",3.8,200,gandhibagh,gandhibagh,615/b opp nmc garden besides taj nursing home main road shanti nagar zone no 6 gandhibag nagpur urban nagpur 1 maharashtra,True,0,nagpur
maverick food club,fast food,3.8,200,wardha road,wardha road,plot no 10 wardha road urvila colony nagpur zone no 1 laxminagar nagpur urban nagpur 1 maharashtra,False,0,nagpur
infusion coffee & you,"beverages,fast food,snacks",3.8,499,pratap nagar,pratap nagar,"shri ganesh vighnaharta apartment, shop no. 10, ugf mate square, opp. dominos, shraddha nand peth, n, nagpur urban, nagpur-1 (maharashtra), - 440022",True,0,nagpur
jhanvis kitchen,beverages,3.8,350,sadar,sadar,plot no.1165/6 near bheem garjana budh vihar bank colony road jaripatka,True,0,nagpur
the yummylicious food kitchen,"north indian,snacks",3.8,150,sadar,sadar,q no 49 banzambag jaripatka nagpur urban nagpur maharashtra,False,0,nagpur
chef's kitchen,"north indian,fast food,burgers,italian",3.8,300,ayodhya nagar,ayodhya nagar,"house no 5508 ayodhya nagar road ayodhya nagar , zone no.5- hanumannagar , nagpur(urban), nagpur , maharashtra -440024",False,0,nagpur
varhadi thali centre & restaurant,"north indian,maharashtrian",4.3,400,khamla,khamla road,"52, vyankatesh nagar, near arjuna celebration hall, khamla road, nagpur 440025",True,0,nagpur
habits restaurant,"north indian,chinese,italian,fast food,beverages",3.8,300,nandanvan,nandanvan,"194,195 shree ambe society, beside poonam mall, wardhaman nagar, nagpur",False,0,nagpur
sharanya's kitchen,"south indian,maharashtrian",3.8,300,dharampeth,dharampeth,"anup ingole, sudam nagari, hill top, near buddha vihar, ambazari, nagpur, zone no- 2, dharampeth, nagpur (urban), nagpur, maharashtra- 440010",True,0,nagpur
om	pakodewala,indian,3.8,200,seminary hills,dharampeth,"telangkhedi,	bada hanuman	mandir	civil	line	nagpur,	-	440001",True,0,nagpur
singh's barbeq and currys,"north indian,chinese,biryani",3.7,400,wardhaman nagar,wardhaman nagar,"plot 233, kalamna market road, wardhaman nagar, nagpur",False,0,nagpur
maharashtrian mejwani roti paratha.com,"maharashtrian,north indian,home food",4.1,250,ayodhya nagar,ayodhya nagar,"babulkheda, parvati nagar, nagpur",True,0,nagpur
biryani corner,"biryani,north indian,tandoor",3.8,250,ayodhya nagar,ayodhya nagar,"36, mahalaxmi nagar no. 2, manewada road, nagpur",False,0,nagpur
anvi's kitchen,"south indian,chinese",3.8,300,aaasinagar,sadar,"shop no.4, rachana gokul appartment, nagpur municipal corporation zone 09  aaasinagar, nagpur, maharashtra - 440030",False,0,nagpur
dinshaws ice cream parlour,"ice cream,desserts",3.8,200,pratap nagar,pratap nagar,"plot no.208, sindhi colony, khamla, nagpur  440022",False,0,nagpur
arohi food,"north indian,biryani",2.5,200,ayodhya nagar,ayodhya nagar,"near dadasaheb khadse high school, ayodhya nagar, nagpur",False,0,nagpur
biryani and shawarma by mrkyt,"biryani,snacks,arabian,lebanese",3.8,225,narendra nagar,manish nagar,"laxmi niwas , borkute layout, narendra nagar",False,0,nagpur
swad paratha centre,"north indian,chinese",2.9,200,nagpur,manewada square,2nd floar scorpion gym plot no. 36 mahalaxmi nagar 2 manewada road nagpur maharashtra 440027,False,0,nagpur
rx hideout cafe,indian,3.5,300,wardhaman nagar,kharib,"house 370/180, padole nagar, wathoda road , nandanvan, kharib, nagpur",False,0,nagpur
craving windows,"fast food,north indian,italian,chinese",3.8,250,bajaj nagar,bajaj nagar,"plot no. 1, south ambazari road, shradhanan peth, above burger singh sq, nagpur",False,0,nagpur
the kebab factory,"indian,kebabs,north indian,tandoor,snacks,chinese",3.8,250,pratap nagar,pratap nagar,"shop no,11-12 galaxy-mersh complex, pratap nagar main rd,pratap nagar, nagpur,maharashtra 440022",False,0,nagpur
cafe bonjour mama,"beverages,fast food,chinese,desserts",3.8,150,wardhaman nagar,wardhaman nagar,"277, satnami layout, nagpur,, zone  no.3 -neharunagar, nagpur urban,  nagpur-1, maharashtra - 440008",True,0,nagpur
essence bakery & cafe,"desserts,snacks,beverages",3.8,200,pratap nagar,pratap nagar,plot no 50 near post office gittikhadan layout pratap nagar nagpur zone no 1 laxminagar nagpur urban nagpur maharashtra,False,0,nagpur
jimo,"north indian,jain,kebabs,biryani,beverages",4.4,300,khamla,wardha road,"new sneh nagar, wardha road, nagpur",False,0,nagpur
jimo express,"thalis,beverages",3.8,300,wardha road,wardha road,plot no 36 new sneha nagar wardha road nagpur nagpur urban nagpur 1 maharashtra-440015,False,0,nagpur
temptation,"fast food,pizzas,beverages,continental,pastas",3.8,200,wardhaman nagar,opposite poonam mall.wardhaman nagar,"shop no 3,shantinath apartment,opposite poonam mall.wardhaman nagar,nagpur-440008",True,0,nagpur
sukoon,beverages,3.8,150,ayodhya nagar,ayodhya nagar,"plot no 23 new shbhedar layout nagpur, zone no.3 -neharunagar, nagpur (urban), nagpur, maharashtra-440024",True,0,nagpur
family home kitchen pure veg,"north indian,snacks,chaat",3.8,250,nandanvan,nandanvan,"plot no - 117 intak kamgar nagar , near ramna maroti mandir road , new nandanvan , nagpur urban , nagpur-1 (maharashtra) -440009",False,0,nagpur
food scorpion,"north indian,biryani",3.8,250,ayodhya nagar,ayodhya nagar,"36, mahalaxmi nagar no. 2, manewada road, nagpur 440024",False,0,nagpur
sam s pizza,pizzas,3.8,250,nandanvan,nandanvan,"i\ieera mahal / jay yogesh,]oshi,shree yog sadhana, plot no.393, hiwari,nagar,jai bhii\,4 chowk, nagpur.,,n a g pu r-1, l\il a ha rashtra-440008",False,0,nagpur
jeenis wish kitchen,indian,3.8,500,pratap nagar,pratap nagar,"208 sindhi colony khamla, zone no.1 - laxminagar, nagpur urban, nagpur-1,  maharashtra - 440025",False,0,nagpur
rupa tiffin service,"maharashtrian,north indian",3.8,150,pratap nagar,pratap nagar,"170a bansilal appt, pandey layout khamla nagpur maharashtra 440025",True,0,nagpur
the mocktail cafe,"beverages,snacks,pizzas,american",3.8,300,sadar,sadar,"1563/a/701, plot no 245, siddharth nagar teka, near the golden tattoo studio, nagpur (urban),nagpur, maharashtra, 440017",False,0,nagpur
divine kitchen,"north indian,biryani,continental,snacks,chinese,desserts",3.0,300,narendra nagar,narendra nagar,"plot no 14/ a1,  laxmi niwas,  borkute layout, narendra nagar,  nagpur-15",False,0,nagpur
the veg rolls,snacks,3.8,200,wardhaman nagar,hiwari layout,"temptation, shop no 3, shantinath apartment, opposite poonam mall, wardhaman nagar, nagpur 440008",False,0,nagpur
rolls & chinese corner,"biryani,indian,tandoor,italian,chinese,snacks,continental,pizzas",3.8,250,ayodhya nagar,ayodhya nagar,"36, mahalaxmi nagar no. 2, manewada road, nagpur",False,0,nagpur
nitro hub,"pizzas,chinese,american,fast food,beverages",3.8,250,sadar,sadar,"plot no. 336, kasturba nagar, jaripatka, nagpur  440014",False,0,nagpur
dragon chinese,"chinese,indian,fast food,snacks",3.0,400,ayodhya nagar,ayodhya nagar,"plot no. 36, mahalaxmi nagar, nagpur , zone no.3 -neharunagar , nagpur urban, nagpur-1, maharashtra-440024",False,0,nagpur
new phalguni cake shop,bakery,4.1,500,shashtri nagar,wardhaman nagar,"usha apartment, central avenue road, wardhaman nagar, nagpur",True,0,nagpur
house of tadka,"north indian,chinese,continental,snacks,biryani,desserts",3.8,300,narendra nagar,narendra nagar,"plot no 14/ a1,  laxmi niwas,  borkute layout, narendra nagar,  nagpur-15",False,0,nagpur
supreme chinese,"chinese,fast food,biryani",3.8,200,ayodhya nagar,ayodhya nagar,"36, mahalaxmi nagar no. 2,  manewada road, nagpur, nagpur  muncipal corporation zone 03  hanumannagar, nagpur, maharashtra -  440024",False,0,nagpur
the roll factory,"chinese,fast food",3.8,200,ayodhya nagar,ayodhya nagar,"36, mahalaxmi nagar no. 2,  manewada road, nagpur, nagpur  muncipal corporation zone 03  hanumannagar, nagpur, maharashtra -  440024",False,0,nagpur
the music cafe,"pizzas,snacks,beverages,american",3.4,200,wardhaman nagar,padole nagar,"370/180, padole nagar, wardhaman nagar, nandanvan, nagpur",False,0,nagpur
green chilli family saoji restaurant,"north indian,snacks",3.8,150,wardha road,wardha road,plot no 12 azad hind nagar b/h redisson blu nagpur 440015,False,0,nagpur
spot seven food cafe,"cafe,chinese,pizzas,fast food,snacks",3.8,200,sadar,sadar,flat no gf 01 rai galaxy teka naka zone no 9 asinagar nagpur urban nagpur maharashtra,False,0,nagpur
temperature food house,"chinese,snacks,tandoor,american",3.8,250,nandanvan,nandanvan,plot no 48 ishwar nagar zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra,False,0,nagpur
maharashtrian roti.com,maharashtrian,3.8,250,khamla,"45old sneh nagar ,wardha road","45old sneh nagar ,wardha road nagpur",True,0,nagpur
only 4 you cafe and restro,"south indian,beverages,snacks,punjabi",3.8,200,wardha road,wardha road,"plot no.20, near shatabdi square, behind bullet bar, opp. mrf tyre, manewada ring road, nagpur 440027",False,0,nagpur
parimal restaurant,north indian,3.8,700,narendra nagar,suyog nagar,"43-c, saket nagar, near suyog nagar square, dhantoli, nagpur",False,0,nagpur
urban nukkad,"thalis,indian,fast food",3.8,200,pratap nagar,pratap nagar,"shop  no  101,102  gokul  gopalencluve, gopal nagar nagpur - 440022",False,0,nagpur
mumkins entree,"indian,chinese,tandoor",3.8,500,pratap nagar,pratap nagar,"shop no. 1,2, plot no.24, mate chowk, gopal nagar, nagpur, nagpur- 1, maharashtra-shop no. 1,2, plot no.24, mate chowk, gopal nagar, nagpur, nagpur- 1, maharashtra-440022",False,0,nagpur
jd's cake & chocolate,bakery,3.8,500,gandhibagh,gandhibagh,jds cake and chocolates shanti nagar colony near nit garden nagpur urban nagpur 1 maharashtra,True,0,nagpur
pizza n cafe,"pizzas,fast food,snacks",3.8,200,omkar nagar,omkar nagar chowk,omkar nagar chowk omkar nagar road nagpur-440027,False,0,nagpur
kirti restaurant,"indian,north indian,seafood,snacks,chinese",3.8,350,matey chowk,matye chowk,plot no 27 a cement road mate chowk pratap nagar nagpur nagpur urban nagpur maharashtra,False,0,nagpur
aaryas kitchen,south indian,3.8,100,dharampeth,dharampeth,new futala amravati road near university campus zone no 2 dharampeth nagpur urban nagpur maharashtra 440033,True,0,nagpur
mb's shakes and burgers,fast food,3.8,298,dharampeth,dharampeth,plot 9 opp of vishal petrol pump mate square nagpur,False,0,nagpur
kesariya sweets & restaurant,"south indian,snacks,indian,beverages",3.8,300,pratap nagar,pratap nagar,"house no. 3854, main road, sindhi colony, khamla, nagpur, nagpur (urban), nagpur, maharashtra-440025",False,0,nagpur
momo genie,chinese,3.8,500,manish nagar,manish nagar,"plot no. 58, suyog nagar, narendra  nagar road, zone no.9-asinagar,  nagpur (urban), nagpur, maharashtra -  440015",False,0,nagpur
havmor ice cream (unm enterprise),"ice cream,beverages",3.8,150,gittikhadan,mankapur,"1248d, opposite alexis hospital, near safeway motors, mankapur, nagpur-440030",False,0,nagpur
ds best kitchen,"north indian,fast food,thalis",3.8,300,nandanvan,nandanvan,"qtr no. e/154, gajanan maharaj mandir jawal, darshan colony, k.d.k college chowk, nandanvan, zone no.5-hanumannagar, nagpur (urban), nagpur, maharashtra - 440009",False,0,nagpur
n-hide cloud cafe,"fast food,italian-american,beverages",3.8,250,ayodhya nagar,ayodhya nagar,"62 chandra nagar, bhagwan nagar  nagpur, zone no.5-hanumannagar,  nagpur (urban), nagpur, maharashtra -  440027",False,0,nagpur
bhagat's kitchen,"north indian,chinese,maharashtrian,snacks",3.8,300,nandanvan,nandanvan,"542h+p7v, lakadganj, nagpur, maharashtra 440008, india",True,0,nagpur
bhavesh saoji kitchen,"north indian,biryani,thalis",3.8,500,sadar,sadar,104/3/a pension nagar police line takli ramdevbaba college road katol road nagpur zone no 10 mangalwari nagpur urban nagpur maharashtra,False,0,nagpur
oho momo,chinese,3.8,250,pratap nagar,pratap nagar,"taobao store shop no 1,,khamla ring rd,,urvela colony, tatya tope nagar, pratap nagar, nagpur, maharashtra 440020, india",False,0,nagpur
mona's kitchen,"indian,chinese",3.8,200,laxminagar,dharampeth,"plot no1   ambazari   road   shardhanandpeth   nagpur, -   440022",False,0,nagpur
my choice my food,"maharashtrian,indian,snacks,biryani",3.8,200,sadar,sadar,"plot no 47,tathagat colony,jaripatka,zone no 9 asinagar,nagpur,maharashtra",False,0,nagpur
dessert zone,"ice cream,desserts,bakery",3.8,200,ayodhya nagar,ayodhya nagar,"36, mahalaxmi nagar no. 2,  manewada road, nagpur, nagpur  muncipal corporation zone 03  hanumannagar, nagpu",False,0,nagpur
misal darbar,maharashtrian,3.8,300,pratap nagar,pratap nagar,plot no 25 kailsash gruh nirman society near petrol pump mate chowk nagpur zone no-1-laxminagar nagpur urban nagpur-1 maharashtra-440012,True,0,nagpur
simply veg,"fast food,north indian",3.8,300,wardha road,wardha road,"flat#101, plot#107a, sai meridian apartment, pandey layout, khamla, nagpur-440025",False,0,nagpur
choudhary restaurant,"snacks,chinese,south indian",3.8,200,nandanvan,nandanvan,"plot no. 126, venkatesh nagar, kdk collage road , nandanwan, nagpur, zone no.5- hanumannagar , nagpur ( urban ), nagpur , maharashtra - 440009",True,0,nagpur
south indian snacks,south indian,3.8,100,dharampeth,dharampeth,new futala amravati road near university campus zone no 2 dharampeth nagpur urban nagpur maharashtra 440033,True,0,nagpur
fusion cafe and outlet,"italian-american,snacks,fast food",3.8,200,manish nagar,manish nagar,"shop no: g sh-3, wajreshwar apt, ring road, narendra nagar, nagpur urban, nagpur-1 (maharashtra), - 440015",False,0,nagpur
cafe freezing point,"beverages,ice cream",3.8,150,pratap nagar,"naresh society, near ganesh mandir","10, naresh society, near ganesh mandir, pratap nagar, nagpur",False,0,nagpur
foodway,"indian,north indian",3.8,200,ayodhya nagar,ayodhya nagar,"plot 620, lane 04, ahuja nagar, jaripatka, nagpur",False,0,nagpur
chat pata kha,"snacks,south indian,north indian,fast food",3.8,300,ayodhya nagar,ayodhya nagar,"5, mahalaxmi nagar no.3 manewada road, opposite gopika super market, nagpur 440024",False,0,nagpur
cake delights,bakery,3.8,500,ayodhya nagar,ayodhya nagar,"plot no.-5181, jawahar nagar ,manewada road , nagpur -1 (maharashtra),-440009",True,0,nagpur
"pooja,s home kitchen",south indian,3.8,165,sadar,sadar,"43, vaishali nagar, nagpur, maharashtra 440017, india",False,0,nagpur
chai villa,"beverages,fast food,pizzas",3.8,150,sadar,sadar,"bada indora, bhim chowk road,  jaripatka, zone no.9-asinagar, nagpur  (urban), nagpur, maharashtra - 440017",False,0,nagpur
the mealstory,"chinese,fast food,snacks,beverages",3.8,200,ayodhya nagar,ayodhya nagar,"h n 2611, jogi nagar, near n r walde  house, ring road shatabdi chowk,  nagpur, zone no.5-hanumannagar,  nagpur (urban), nagpur, maharashtra -  440025",False,0,nagpur
happy foods,"chinese,south indian,fast food,pizzas,snacks",3.2,300,manewada,ayodhya nagar,"manewada besa road, opposite indian bank, near tata square, vaidehi tower, nagpur, maharashtra 440027",False,0,nagpur
pizza hub,"pizzas,snacks",3.8,300,pratap nagar,pratap nagar,"469, khamla, nagpur, maharashtra 440025, india",True,0,nagpur
cafe oliver,"italian,fast food,chinese,snacks",3.9,200,ayodhya nagar,ayodhya nagar,"cafe oliver, shutter no.2, shubh nagar,  manewada road, nagpur, nagpur  muncipal corporation zone 03  hanumannagar, nagpur, maharashtra -  440027",False,0,nagpur
shree krishna pavbhaji and chinese center,"chinese,street food",3.8,200,manish nagar,manish nagar,"khandekar layout , near badal kirana stores shatabdi chowk beltarodi road , nagpur -440027,zone no.5- hanumanangar , nagpur (urban), nagpur , maharashtra - 440027",False,0,nagpur
al rahman - jafar nagar,"biryani,north indian,chinese,mughlai",4.1,300,sadar,sadar,"plot no.8, a y tower, mansha chowk, jafar, nagar, main road, nagpur",False,0,nagpur
shhort order,indian,4.1,550,wardhaman nagar,wardhaman nagar,"shop no.13, shree ambe society, wardhaman nagar, nagpur",True,0,nagpur
shabana's signature shop,"bakery,fast food,desserts",4.0,200,gittikhadan,jafar nagar,"plot 44, dag colony, ahbab colony, jafar nagar, nagpur, mankapur, nagpur",False,0,nagpur
jevanam,"indian,chinese,north indian",2.8,300,khamla,"pratab nagar, jevanam","jaiprakash nagar, nagpur440025",False,0,nagpur
gulgula jalebi center and dairy,"sweets,north indian",3.8,300,ayodhya nagar,ayodhya nagar,"tajbag harpur nagar umred road nagpur, nagpur urban, nagpur-1, maharashtra, - 440009",False,0,nagpur
sugar,"ice cream,beverages",3.8,200,wardha road,wardha road,"38, wardha rd, rajiv nagar, somalwada, nagpur, maharashtra 440025, india",False,0,nagpur
nosh,"italian,fast food,snacks,beverages",3.8,250,dharampeth,dharampeth,"58 suyog narendra nagar nagpur  440015, zone no.2 -dharampeth, nagpur  (urban), nagpur, maharashtra - 440015",False,0,nagpur
